Species,Start of experiment,Date,Day elapsed,Colony,Treatment,N fragment,Bleached fragments,Healthy fragments
A. tenuis,14-Nov-21,14-Nov-21,0,ATEN24,Heat-stressed,7,0,7
A. tenuis,14-Nov-21,14-Nov-21,0,ATEN25,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,14-Nov-21,0,ATEN26,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,14-Nov-21,0,ATEN27,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,14-Nov-21,0,ATEN28,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,14-Nov-21,0,ATEN29,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,14-Nov-21,0,ATEN30,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN01,Control,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN02,Control,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN03,Control,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN04,Control,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN05,Control,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN06,Control,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN07,Control,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN08,Control,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN09,Control,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN10,Control,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN11,Control,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN12,Control,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN13,Control,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN14,Control,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN15,Control,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN16,Control,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN17,Control,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN18,Control,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN19,Control,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN20,Control,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN21,Control,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN22,Control,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN23,Control,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN24,Control,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN25,Control,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN26,Control,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN27,Control,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN28,Control,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN29,Control,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN30,Control,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN01,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN02,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN03,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN04,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN05,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN06,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN07,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN08,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN09,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN10,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN11,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN12,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN13,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN14,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN15,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN16,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN17,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN18,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN19,Heat-stressed,7,0,7
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN20,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN21,Heat-stressed,7,0,7
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN22,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN23,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN24,Heat-stressed,7,0,7
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN25,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN26,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN27,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN28,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN29,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,15-Nov-21,1,ATEN30,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN01,Control,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN02,Control,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN03,Control,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN04,Control,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN05,Control,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN06,Control,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN07,Control,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN08,Control,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN09,Control,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN10,Control,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN11,Control,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN12,Control,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN13,Control,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN14,Control,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN15,Control,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN16,Control,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN17,Control,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN18,Control,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN19,Control,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN20,Control,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN21,Control,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN22,Control,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN23,Control,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN24,Control,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN25,Control,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN26,Control,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN27,Control,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN28,Control,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN29,Control,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN30,Control,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN01,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN02,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN03,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN04,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN05,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN06,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN07,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN08,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN09,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN10,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN11,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN12,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN13,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN14,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN15,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN16,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN17,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN18,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN19,Heat-stressed,7,0,7
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN20,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN21,Heat-stressed,7,0,7
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN22,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN23,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN24,Heat-stressed,7,0,7
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN25,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN26,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN27,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN28,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN29,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,16-Nov-21,2,ATEN30,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN01,Control,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN02,Control,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN03,Control,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN04,Control,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN05,Control,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN06,Control,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN07,Control,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN08,Control,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN09,Control,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN10,Control,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN11,Control,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN12,Control,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN13,Control,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN14,Control,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN15,Control,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN16,Control,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN17,Control,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN18,Control,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN19,Control,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN20,Control,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN21,Control,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN22,Control,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN23,Control,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN24,Control,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN25,Control,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN26,Control,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN27,Control,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN28,Control,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN29,Control,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN30,Control,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN01,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN02,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN03,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN04,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN05,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN06,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN07,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN08,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN09,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN10,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN11,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN12,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN13,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN14,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN15,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN16,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN17,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN18,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN19,Heat-stressed,7,0,7
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN20,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN21,Heat-stressed,7,0,7
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN22,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN23,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN24,Heat-stressed,7,0,7
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN25,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN26,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN27,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN28,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN29,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,17-Nov-21,3,ATEN30,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN01,Control,8,0,8
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN02,Control,8,0,8
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN03,Control,8,0,8
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN04,Control,8,0,8
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN05,Control,8,0,8
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN06,Control,8,0,8
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN07,Control,8,1,7
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN08,Control,8,2,6
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN09,Control,8,0,8
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN10,Control,8,0,8
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN11,Control,8,0,8
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN12,Control,8,0,8
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN13,Control,8,0,8
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN14,Control,8,0,8
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN15,Control,8,0,8
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN16,Control,8,0,8
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN17,Control,8,0,8
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN18,Control,8,0,8
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN19,Control,8,0,8
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN20,Control,8,0,8
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN21,Control,8,0,8
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN22,Control,8,0,8
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN23,Control,8,0,8
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN24,Control,8,1,7
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN25,Control,8,2,6
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN26,Control,8,0,8
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN27,Control,8,0,8
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN28,Control,8,0,8
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN29,Control,8,0,8
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN30,Control,8,0,8
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN01,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN02,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN03,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN04,Heat-stressed,8,1,7
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN05,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN06,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN07,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN08,Heat-stressed,8,1,7
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN09,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN10,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN11,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN12,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN13,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN14,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN15,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN16,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN17,Heat-stressed,8,1,7
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN18,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN19,Heat-stressed,7,0,7
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN20,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN21,Heat-stressed,7,0,7
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN22,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN23,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN24,Heat-stressed,7,1,6
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN25,Heat-stressed,8,1,7
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN26,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN27,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN28,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN29,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,18-Nov-21,4,ATEN30,Heat-stressed,8,0,8
A. tenuis,14-Nov-21,19-Nov-21,5,ATEN01,Control,8,0,8
A. tenuis,14-Nov-21,19-Nov-21,5,ATEN02,Control,8,0,8
A. tenuis,14-Nov-21,19-Nov-21,5,ATEN03,Control,8,0,8
A. tenuis,14-Nov-21,19-Nov-21,5,ATEN04,Control,8,0,8
A. tenuis,14-Nov-21,19-Nov-21,5,ATEN05,Control,8,0,8
A. tenuis,14-Nov-21,19-Nov-21,5,ATEN06,Control,8,0,8
A. tenuis,14-Nov-21,19-Nov-21,5,ATEN07,Control,8,1,7
A. tenuis,14-Nov-21,19-Nov-21,5,ATEN08,Control,8,2,6
A. tenuis,14-Nov-21,19-Nov-21,5,ATEN09,Control,8,0,8
A. tenuis,14-Nov-21,19-Nov-21,5,ATEN10,Control,8,0,8
A. tenuis,14-Nov-21,19-Nov-21,5,ATEN11,Control,8,0,8
A. tenuis,14-Nov-21,19-Nov-21,5,ATEN12,Control,8,0,8
A. tenuis,14-Nov-21,19-Nov-21,5,ATEN13,Control,8,0,8
A. tenuis,14-Nov-21,19-Nov-21,5,ATEN14,Control,8,0,8
A. tenuis,14-Nov-21,19-Nov-21,5,ATEN15,Control,8,0,8
A. tenuis,14-Nov-21,19-Nov-21,5,ATEN16,Control,8,0,8
A. tenuis,14-Nov-21,19-Nov-21,5,ATEN17,Control,8,0,8
A. tenuis,14-Nov-21,19-Nov-21,5,ATEN18,Control,8,0,8
A. tenuis,14-Nov-21,19-Nov-21,5,ATEN19,Control,8,0,8
A. tenuis,14-Nov-21,19-Nov-21,5,ATEN20,Control,8,0,8
A. tenuis,14-Nov-21,19-Nov-21,5,ATEN21,Control,8,0,8
A. tenuis,14-Nov-21,19-Nov-21,5,ATEN22,Control,8,0,8
A. tenuis,14-Nov-21,19-Nov-21,5,ATEN23,Control,8,0,8
A. tenuis,14-Nov-21,19-Nov-21,5,ATEN24,Control,8,1,7
A. tenuis,14-Nov-21,19-Nov-21,5,ATEN25,Control,8,2,6
A. tenuis,14-Nov-21,19-Nov-21,5,ATEN26,Control,8,0,8
A. tenuis,14-Nov-21,19-Nov-21,5,ATEN27,Control,8,0,8
A. tenuis,14-Nov-21,19-Nov-21,5,ATEN28,Control,8,0,8
