Species,Start of experiment,Date,Day elapsed,Colony,Treatment,N fragment,Bleached fragments,Healthy fragments
A. digitifera,28-Oct-21,29-Oct-21,1,ADIG02,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,29-Oct-21,1,ADIG03,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,29-Oct-21,1,ADIG04,Heat-stressed,7,0,7
A. digitifera,28-Oct-21,29-Oct-21,1,ADIG05,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,29-Oct-21,1,ADIG06,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,29-Oct-21,1,ADIG07,Heat-stressed,7,0,7
A. digitifera,28-Oct-21,29-Oct-21,1,ADIG08,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,29-Oct-21,1,ADIG09,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,29-Oct-21,1,ADIG10,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,29-Oct-21,1,ADIG11,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,29-Oct-21,1,ADIG12,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,29-Oct-21,1,ADIG13,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,29-Oct-21,1,ADIG14,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,29-Oct-21,1,ADIG15,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,29-Oct-21,1,ADIG16,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,29-Oct-21,1,ADIG17,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,29-Oct-21,1,ADIG18,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,29-Oct-21,1,ADIG19,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,29-Oct-21,1,ADIG20,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,29-Oct-21,1,ADIG21,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,29-Oct-21,1,ADIG22,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,29-Oct-21,1,ADIG23,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,29-Oct-21,1,ADIG24,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,29-Oct-21,1,ADIG25,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,29-Oct-21,1,ADIG26,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,29-Oct-21,1,ADIG27,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,29-Oct-21,1,ADIG28,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,29-Oct-21,1,ADIG29,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,29-Oct-21,1,ADIG30,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,29-Oct-21,1,ADIG31,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,29-Oct-21,1,ADIG32,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,29-Oct-21,1,ADIG33,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,29-Oct-21,1,ADIG34,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,29-Oct-21,1,ADIG35,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,29-Oct-21,1,ADIG36,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,29-Oct-21,1,ADIG37,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,29-Oct-21,1,ADIG38,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,29-Oct-21,1,ADIG39,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,29-Oct-21,1,ADIG40,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG01,Control,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG02,Control,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG03,Control,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG04,Control,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG05,Control,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG06,Control,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG07,Control,7,0,7
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG08,Control,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG09,Control,7,0,7
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG10,Control,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG11,Control,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG12,Control,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG13,Control,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG14,Control,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG15,Control,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG16,Control,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG17,Control,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG18,Control,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG19,Control,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG20,Control,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG21,Control,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG22,Control,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG23,Control,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG24,Control,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG25,Control,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG26,Control,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG27,Control,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG28,Control,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG29,Control,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG30,Control,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG31,Control,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG32,Control,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG33,Control,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG34,Control,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG35,Control,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG36,Control,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG37,Control,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG38,Control,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG39,Control,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG40,Control,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG01,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG02,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG03,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG04,Heat-stressed,7,0,7
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG05,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG06,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG07,Heat-stressed,7,0,7
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG08,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG09,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG10,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG11,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG12,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG13,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG14,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG15,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG16,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG17,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG18,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG19,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG20,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG21,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG22,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG23,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG24,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG25,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG26,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG27,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG28,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG29,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG30,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG31,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG32,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG33,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG34,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG35,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG36,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG37,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG38,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG39,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,30-Oct-21,2,ADIG40,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG01,Control,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG02,Control,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG03,Control,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG04,Control,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG05,Control,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG06,Control,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG07,Control,7,0,7
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG08,Control,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG09,Control,7,0,7
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG10,Control,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG11,Control,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG12,Control,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG13,Control,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG14,Control,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG15,Control,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG16,Control,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG17,Control,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG18,Control,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG19,Control,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG20,Control,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG21,Control,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG22,Control,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG23,Control,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG24,Control,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG25,Control,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG26,Control,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG27,Control,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG28,Control,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG29,Control,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG30,Control,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG31,Control,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG32,Control,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG33,Control,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG34,Control,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG35,Control,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG36,Control,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG37,Control,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG38,Control,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG39,Control,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG40,Control,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG01,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG02,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG03,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG04,Heat-stressed,7,0,7
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG05,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG06,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG07,Heat-stressed,7,0,7
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG08,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG09,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG10,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG11,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG12,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG13,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG14,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG15,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG16,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG17,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG18,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG19,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG20,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG21,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG22,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG23,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG24,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG25,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG26,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG27,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG28,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG29,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG30,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG31,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG32,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG33,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG34,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG35,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG36,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG37,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG38,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG39,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,31-Oct-21,3,ADIG40,Heat-stressed,8,0,8
A. digitifera,28-Oct-21,01-Nov-21,4,ADIG01,Control,8,0,8
A. digitifera,28-Oct-21,01-Nov-21,4,ADIG02,Control,8,0,8
A. digitifera,28-Oct-21,01-Nov-21,4,ADIG03,Control,8,0,8
A. digitifera,28-Oct-21,01-Nov-21,4,ADIG04,Control,8,0,8
A. digitifera,28-Oct-21,01-Nov-21,4,ADIG05,Control,8,0,8
A. digitifera,28-Oct-21,01-Nov-21,4,ADIG06,Control,8,0,8
A. digitifera,28-Oct-21,01-Nov-21,4,ADIG07,Control,7,0,7
